omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	omitted from tool	Manual enter from File Directory	"Dropdown with Graded Level, processor manually enters name"		TBD			yes/no					checkbox tracking if found data has been received	Drop down or Checkbox with specific descriptions of data	"dated entries, manually entered with category selectable as a note type"	Dropdown	Dropdown	Dropdown		"Info pulled up when County/Town selected, dropdown selection"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"										"Info pulled up when County/Town selected, manually entered"		"needs to be merged with data from column A, will be dropdown"	dropdown with options	Dropdown with options				"Info pulled up when County/Town selected, drop down of types of depts that run GIS"	"Info pulled up when County/Town selected, manually entered"	"dated entries, manually entered with category selectable as a note type"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"Info pulled up when County/Town selected, manually entered"	"dated entries, manually entered with category selectable as a note type"	"Info pulled up when County/Town selected, manually entered"	"dated entries, manually entered with category selectable as a note type"	manually entered	"dated entries, manually entered with category selectable as a note type"	dropdown with options	Manually entered	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	omitted from tool	omitted from tool	manually entered field		omitted from tool	omitted from tool	"dated entries, manually entered with category selectable as a note type"	"dated entries, manually entered with category selectable as a note type"	omitted from tool	omitted from tool	omitted from tool
																							Tennessee	Maury				47	119			82059		#DIV/0!	552	"https://www.zillow.com/homes/for_sale/Maury-County-TN/pmf,pf_pt/_type/632_rid/globalrelevanceex_sort/35.996896,-86.478196,35.261319,-87.659226_rect/9_zm/"	999	http://www.homes.com/for-sale/maury-county-tn/						http://maps.maurycounty-tn.gov/																																			
																							Tennessee	Maury	Columbia																																																						
																							Tennessee	Maury	Mount Pleasant																																																						
																							Tennessee	Maury	Spring Hill																																																						
																							Tennessee	Meigs				47	121			11691		#DIV/0!	311	"https://www.zillow.com/homes/for_sale/Meigs-County-TN/pmf,pf_pt/_type/638_rid/globalrelevanceex_sort/35.887937,-84.234238,35.151354,-85.415268_rect/9_zm/"	288	http://www.homes.com/for-sale/meigs-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Meigs	Decatur																																																						
																							Tennessee	Monroe				47	123			45152		#DIV/0!	1120	"https://www.zillow.com/homes/for_sale/Monroe-County-TN/pmf,pf_pt/_type/1226_rid/globalrelevanceex_sort/35.806676,-83.64235,35.069345,-84.82338_rect/9_zm/"	1295	http://www.homes.com/for-sale/monroe-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Monroe	Madisonville																																																						
																							Tennessee	Monroe	Tellico Plains																																																						
																							Tennessee	Monroe	Vonore																																																						
																							Tennessee	Montgomery				47	125			185201		#DIV/0!	1684	"https://www.zillow.com/homes/for_sale/Montgomery-County-TN/pmf,pf_pt/_type/2982_rid/globalrelevanceex_sort/36.659055,-87.0821,36.295204,-87.672616_rect/10_zm/"	2216	http://www.homes.com/for-sale/montgomery-county-tn/						http://gismapper.apsu.edu/MONTGOMERYCO_VIEWER/																																			
																							Tennessee	Montgomery	Clarksville																																																						
																							Tennessee	Moore				47	127			6339		#DIV/0!	68	https://www.zillow.com/moore-county-tn/	68	http://www.homes.com/for-sale/moore-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Moore	Lynchburg																																																						
																							Tennessee	Morgan				47	129			22039		#DIV/0!	157	https://www.zillow.com/morgan-county-tn/	138	http://www.homes.com/for-sale/morgan-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Morgan	Oakdale																																																						
																							Tennessee	Morgan	Sunbright																																																						
																							Tennessee	Morgan	Wartburg																																																						
																							Tennessee	Obion				47	131			31373		#DIV/0!	268	https://www.zillow.com/obion-county-tn/	246	http://www.homes.com/for-sale/obion-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Obion	Hornbeak																																																						
																							Tennessee	Obion	Kenton																																																						
																							Tennessee	Obion	Obion																																																						
																							Tennessee	Obion	Rives																																																						
																							Tennessee	Obion	Samburg																																																						
																							Tennessee	Obion	South Fulton																																																						
																							Tennessee	Obion	Troy																																																						
																							Tennessee	Obion	Woodland Mills																																																						
																							Tennessee	Overton				47	133			22219		#DIV/0!	208	https://www.zillow.com/overton-county-tn/	486	http://www.homes.com/for-sale/overton-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Overton	Livingston																																																						
																							Tennessee	Overton	Oak Hill																																																						
																							Tennessee	Perry				47	135			7838		#DIV/0!	95	https://www.zillow.com/perry-county-tn/	92	http://www.homes.com/for-sale/perry-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Perry	Linden																																																						
																							Tennessee	Perry	Lobelville																																																						
																							Tennessee	Pickett				47	137			5081		#DIV/0!	150	https://www.zillow.com/pickett-county-tn/	216	http://www.homes.com/for-sale/pickett-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Pickett	Byrdstown																																																						
																							Tennessee	Polk				47	139			16617		#DIV/0!	440	https://www.zillow.com/polk-county-tn/	454	http://www.homes.com/for-sale/polk-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Polk	Benton																																																						
																							Tennessee	Polk	Copperhill																																																						
																							Tennessee	Putnam				47	141			73022		#DIV/0!	451	https://www.zillow.com/putnam-county-tn/	1328	http://www.homes.com/for-sale/putnam-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Putnam	Algood																																																						
																							Tennessee	Putnam	Baxter																																																						
																							Tennessee	Putnam	Cookeville																																																						
																							Tennessee	Putnam	Monterey																																																						
																							Tennessee	Rhea				47	143			32307		#DIV/0!	888	https://www.zillow.com/rhea-county-tn/	1110	http://www.homes.com/for-sale/rhea-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Rhea	Dayton																																																						
																							Tennessee	Rhea	Graysville																																																						
																							Tennessee	Rhea	Spring City																																																						
																							Tennessee	Roane				47	145			53479		#DIV/0!	1038	https://www.zillow.com/roane-county-tn/	1274	http://www.homes.com/for-sale/roane-county-tn/						http://tn.roane.geopowered.com/																																			
																							Tennessee	Roane	Harriman																																																						
																							Tennessee	Roane	Kingston																																																						
																							Tennessee	Roane	Oliver Springs																																																						
																							Tennessee	Roane	Rockwood																																																						
																							Tennessee	Robertson				47	147			66778		#DIV/0!	369	https://www.zillow.com/robertson-county-tn/	554	http://www.homes.com/for-sale/robertson-county-tn/						gismapper.apsu.edu/ROBERTSONCO_VIEWER/																																			
																							Tennessee	Robertson	Adams																																																						
																							Tennessee	Robertson	Coopertown																																																						
																							Tennessee	Robertson	Cross Plains																																																						
																							Tennessee	Robertson	Greenbrier																																																						
																							Tennessee	Robertson	Orlinda																																																						
																							Tennessee	Robertson	Ridgetop																																																						
																							Tennessee	Robertson	Springfield																																																						
																							Tennessee	Rutherford				47	149			274104		#DIV/0!	1240	https://www.zillow.com/rutherford-county-tn/	1655	http://www.homes.com/for-sale/rutherford-county-tn/						http://maps.rutherfordcountytn.gov/Rutherford/																																			
																							Tennessee	Rutherford	Eagleville																																																						
																							Tennessee	Rutherford	La Vergne																																																						
																							Tennessee	Rutherford	Murfreesboro																																																						
																							Tennessee	Scott				47	151			22178		#DIV/0!	93	https://www.zillow.com/scott-county-tn/	80	http://www.homes.com/for-sale/scott-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Scott	Huntsville																																																						
																							Tennessee	Scott	Oneida																																																						
																							Tennessee	Scott	Winfield																																																						
																							Tennessee	Sequatchie				47	153			14424		#DIV/0!	330	https://www.zillow.com/sequatchie-county-tn/	445	http://www.homes.com/for-sale/sequatchie-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Sequatchie	Dunlap																																																						
																							Tennessee	Sevier				47	155			92416		#DIV/0!	2400	https://www.zillow.com/sevier-county-tn/	3471	http://www.homes.com/for-sale/sevier-county-tn/						http://www.seviercountytn.org/index.php?option=com_content&view=article&id=339&catid=2																																			
																							Tennessee	Sevier	Gatlinburg																																																						
																							Tennessee	Sevier	Pigeon Forge																																																						
																							Tennessee	Sevier	Pittman Center																																																						
																							Tennessee	Sevier	Sevierville																																																						
																							Tennessee	Shelby				47	157			939877		#DIV/0!	5567	https://www.zillow.com/shelby-county-tn/	5535	http://www.homes.com/for-sale/shelby-county-tn/						http://register.shelby.tn.us/gis/																																			
																							Tennessee	Shelby	Arlington																																																						
																							Tennessee	Shelby	Bartlett																																																						
																							Tennessee	Shelby	Collierville																																																						
																							Tennessee	Shelby	Germantown																																																						
																							Tennessee	Shelby	Lakeland																																																						
																							Tennessee	Shelby	Memphis																																																						
																							Tennessee	Shelby	Millington																																																						
																							Tennessee	Smith				47	159			19126		#DIV/0!	115	https://www.zillow.com/smith-county-tn/	211	http://www.homes.com/for-sale/smith-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Smith	Carthage																																																						
																							Tennessee	Smith	Gordonsville																																																						
																							Tennessee	Smith	South Carthage																																																						
																							Tennessee	Stewart				47	161			13353		#DIV/0!	148	https://www.zillow.com/stewart-county-tn/	239	http://www.homes.com/for-sale/stewart-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Stewart	Cumberland City																																																						
																							Tennessee	Stewart	Dover																																																						
																							Tennessee	Sullivan				47	163			156655		#DIV/0!	1491	https://www.zillow.com/sullivan-county-tn/	1717	http://www.homes.com/for-sale/sullivan-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Sullivan	Bluff City																																																						
																							Tennessee	Sullivan	Bristol																																																						
																							Tennessee	Sullivan	Kingsport																																																						
																							Tennessee	Sumner				47	165			165927		#DIV/0!	1100	https://www.zillow.com/sumner-county-tn/	1534	http://www.homes.com/for-sale/sumner-county-tn/						http://tn.sumner.geopowered.com/																																			
																							Tennessee	Sumner	Gallatin																																																						
																							Tennessee	Sumner	Hendersonville																																																						
																							Tennessee	Sumner	Millersville																																																						
																							Tennessee	Sumner	Mitchellville																																																						
																							Tennessee	Sumner	Portland																																																						
																							Tennessee	Sumner	Westmoreland																																																						
																							Tennessee	Sumner	White House																																																						
																							Tennessee	Tipton				47	167			61629		#DIV/0!	324	https://www.zillow.com/tipton-county-tn/	285	http://www.homes.com/for-sale/tipton-county-tn/						http://tiptontn.geopowered.com/PropertySearch/																																			
																							Tennessee	Tipton	Atoka																																																						
																							Tennessee	Tipton	Brighton																																																						
																							Tennessee	Tipton	Burlison																																																						
																							Tennessee	Tipton	Covington																																																						
																							Tennessee	Tipton	Garland																																																						
																							Tennessee	Tipton	Gilt Edge																																																						
																							Tennessee	Tipton	Mason																																																						
																							Tennessee	Tipton	Munford																																																						
																							Tennessee	Trousdale				47	169			7802		#DIV/0!	71	https://www.zillow.com/trousdale-county-tn/	83	http://www.homes.com/for-sale/trousdale-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Trousdale	Hartsville																																																						
																							Tennessee	Unicoi				47	171			18247		#DIV/0!	189	https://www.zillow.com/unicoi-county-tn/	214	http://www.homes.com/for-sale/unicoi-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Unicoi	Erwin																																																						
																							Tennessee	Unicoi	Unicoi																																																						
																							Tennessee	Union				47	173			19168		#DIV/0!	424	https://www.zillow.com/union-county-tn/	437	http://www.homes.com/for-sale/union-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Union	Braden																																																						
																							Tennessee	Union	Luttrell																																																						
																							Tennessee	Union	Maynardville																																																						
																							Tennessee	Union	Plainview																																																						
																							Tennessee	Union	Union City																																																						
																							Tennessee	Van Buren				47	175			5626		#DIV/0!	130	https://www.zillow.com/van-buren-county-tn/	146	http://www.homes.com/for-sale/van-buren-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Van Buren	Spencer																																																						
																							Tennessee	Warren				47	177			39835		#DIV/0!	301	https://www.zillow.com/warren-county-tn/	401	http://www.homes.com/for-sale/warren-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Warren	Centertown																																																						
																							Tennessee	Warren	McMinnville																																																						
																							Tennessee	Warren	Morrison																																																						
																							Tennessee	Warren	Smyrna																																																						
																							Tennessee	Warren	Viola																																																						
																							Tennessee	Washington				47	179			124924		#DIV/0!	1159	https://www.zillow.com/washington-county-tn/	1218	http://www.homes.com/for-sale/washington-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Washington	Ducktown																																																						
																							Tennessee	Washington	Johnson City																																																						
																							Tennessee	Washington	Jonesborough																																																						
																							Tennessee	Wayne				47	181			16999		#DIV/0!	160	https://www.zillow.com/wayne-county-tn/	105	http://www.homes.com/for-sale/wayne-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Wayne	Ashland City																																																						
																							Tennessee	Wayne	Clifton																																																						
																							Tennessee	Wayne	Collinwood																																																						
																							Tennessee	Wayne	Waynesboro																																																						
																							Tennessee	Weakley				47	183			34726		#DIV/0!	309	https://www.zillow.com/weakley-county-tn/	344	http://www.homes.com/for-sale/weakley-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Weakley	Dresden																																																						
																							Tennessee	Weakley	Gleason																																																						
																							Tennessee	Weakley	Greenfield																																																						
																							Tennessee	Weakley	Martin																																																						
																							Tennessee	Weakley	Sharon																																																						
																							Tennessee	White				47	185			26061		#DIV/0!	270	https://www.zillow.com/white-county-tn/	505	http://www.homes.com/for-sale/white-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	White	Doyle																																																						
																							Tennessee	White	Sparta																																																						
																							Tennessee	Williamson				47	187			192997		#DIV/0!	1541	https://www.zillow.com/williamson-county-tn/	2434	http://www.homes.com/for-sale/williamson-county-tn/						http://arcgis.williamsoncounty-tn.gov/SilverlightViewer_1_2/Viewer.html?ViewerConfig=http://arcgis.williamsoncounty-tn.gov/Geocortex/Essentials/REST3/sites/WilliamsonGeocortex5/viewers/WilliamsonCounty/virtualdirectory/Config/Viewer.xml%20%20																																			
																							Tennessee	Williamson	Brentwood																																																						
																							Tennessee	Williamson	Franklin																																																						
																							Tennessee	Williamson	Nolensville																																																						
																							Tennessee	Williamson	Thompson's Station																																																						
																							Tennessee	Wilson				47	189			119058		#DIV/0!	799	https://www.zillow.com/wilson-county-tn/	1248	http://www.homes.com/for-sale/wilson-county-tn/						http://tnmap.tn.gov/assessment/																																			
																							Tennessee	Wilson	Lebanon																																																						
																							Tennessee	Wilson	Mount Juliet																																																						
																							Tennessee	Wilson	Watertown																																																						
Y	X	X	X			X				SFL-1										X			Texas	Anderson			MICRO	48	1			"58,080"		#DIV/0!					46462		Online	Shapefiles	Free Download From website								903-723-2949					http://www.andersoncad.net/GISDataShapeFilesandKML/tabid/13036/Default.aspx					$0.00 	FREE									$150.00 					"abstracts, block, parcel shape, roadlines"			
																							Texas	Anderson	Elkhart																																																						
																							Texas	Anderson	Frankston																																																						
																							Texas	Anderson	Palestine																																																						
																							Texas	Andrews			MICRO	48	3			"16,137"		#DIV/0!					9967		Snail Mail/CD 	Shapefiles	CD				Appraisal District	http://www.andrewscad.org/		Jackie Martin Chief Appraiser	432-523-9111		432-523-3222	chiefappraiser@andrewscad.org	"600 N. Main Andrews, Texas 79714"						$80.00 	Plus Shipping	Check								$200.00 				Unknown Call County			Need to call county and verify price and how to obtain data. 	
																							Texas	Andrews	Andrews																																																						
Y	X	X	X			X				SFL-2										X		need to merge parcels and tab	Texas	Angelina			MICRO	48	5			"87,488"		#DIV/0!					58930		Online	Shapefiles	Free Download From website								936-634-8456					http://angelinacad.org/open-records					$0.00 	FREE									$200.00 								"Parcels are in indistinguishable color, have only a parcel ID, there are assessment rolls that may be usable to join together "
																							Texas	Angelina	Burke																																																						
																							Texas	Angelina	Diboll																																																						
																							Texas	Angelina	Hudson																																																						
																							Texas	Angelina	Huntington																																																						
																							Texas	Angelina	Lufkin																																																						
																							Texas	Angelina	Zavalla																																																						
																							Texas	Aransas			METRO	48	7			"23,847"		#DIV/0!					24815		Snail Mail/CD 	Shapefiles	CD	http://propertyaccess.aransascad.org/mapSearch/?cid=1			Appraisal District	http://www.aransascad.org/		"Kevin Jamison, RPA"	361-729-9733		361-729-9750	kevinj@aransascad.org	"601 S Church St. Rockport, TX 78382"						$50.00 	Plus Shipping									$150.00 							Need to call county and verify price and how to obtain data. 	
																							Texas	Aransas	Corpus Christi																																																						
																							Texas	Aransas	Fulton																																																						
																							Texas	Aransas	Rockport																																																						
																							Texas	Archer			METRO	48	9			"8,714"		#DIV/0!					17577		NOT AVAILABLE	Don't Have									940-574-2172																				$150.00 								
																							Texas	Archer	Archer City																																																						
																							Texas	Archer	Holliday																																																						
																							Texas	Archer	Megargel																																																						
																							Texas	Archer	Scotland																																																						
																							Texas	Archer	Windthorst																																																						
																							Texas	Armstrong			METRO	48	11			"1,948"		#DIV/0!							NOT AVAILABLE	Don't Have									806-226-4481																												
																							Texas	Armstrong	Claude																																																						
																							Texas	Atascosa			METRO	48	13			"46,423"		#DIV/0!					30365		Snail Mail/CD 	Shapefiles	CD				Appraisal District	http://www.atascosacad.com/		"John Shipley, GIS Mapper"	830-742-3591		830-742-3044	ACAD@atascosacad.com	"Box 139 Poteet, Texas 78065-0139"						$34.00 	Plus Shipping									$200.00 							Need to call county and verify price and how to obtain data. 	
																							Texas	Atascosa	Charlotte																																																						
																							Texas	Atascosa	Christine																																																						
																							Texas	Atascosa	Jourdanton																																																						
																							Texas	Atascosa	Lytle																																																						
																							Texas	Atascosa	Pleasanton																																																						
																							Texas	Atascosa	Poteet																																																						
																							Texas	Austin			METRO	48	15			"28,653"		#DIV/0!					21790		Snail Mail/CD 	Shapefiles	CD	http://gis.bisconsultants.com/austincad/			Appraisal District	http://austincad.net/Home/tabid/12478/Default.aspx		"Carmen Ottmer, Chief Appraiser"	979-865-9124		979-865-3296	austincad@gmail.com	"906 E Amelia St Bellville, Texas 77418 "						$46.00 	Plus Shipping									$150.00 							Need to call county and verify price and how to obtain data. 	
																							Texas	Austin	Bellville																																																						
																							Texas	Austin	Brazos Country																																																						
																							Texas	Austin	Industry																																																						
																							Texas	Austin	San Felipe																																																						
																							Texas	Austin	Sealy																																																						
																							Texas	Austin	Wallis																																																						
																							Texas	Bailey				48	17			"7,111"		#DIV/0!							DTN FILES/CD	DTN Files	CD				Appraisal District	http://www.bailey-cad.org/			806-272-5501		806-272-3643	baileyca@fivearea.com	"302 Main Street Muleshoe, Texas 79347-3614 "						$80.00 	Plus Shipping																Need to call county and verify price and how to obtain data. 	
																							Texas	Bailey	Muleshoe																																																						
Y	X	X	X			X				SFL-3										X			Texas	Bandera			METRO	48	19			"20,586"		#DIV/0!					31625		Online	Shapefiles	Email								830-796-3030																				$150.00 					parcels			"full data, no tax data"
																							Texas	Bandera	Bandera																																																						
P		X		X						SFL-2													Texas	Bastrop			METRO	48	21			"74,791"		#DIV/0!					52050		EMAIL	Shapefiles	Email								512-303-1930										$60.00 	Plus Processing									$200.00 							"with parcel and address files you get parcel boundary, number and address. No owner or assessment"	
																							Texas	Bastrop	Bastrop																																																						
																							Texas	Bastrop	Colorado City																																																						
																							Texas	Bastrop	Elgin																																																						
																							Texas	Bastrop	Smithville																																																						
																							Texas	Baylor				48	23			"3,620"		#DIV/0!							NOT AVAILABLE	Don't Have									940-888-5636																												
																							Texas	Baylor	Seymour																																																						
																							Texas	Bee			MICRO	48	25			"32,501"		#DIV/0!					19183		Snail Mail/CD 	Shapefiles	CD				Appraisal District	http://www.beecad.org/contact.htm			361-358-0193		361-362-0140	beecad@beecad.org	"401 N Washington St, Beeville, TX 78102"						$60.00 	Plus Processing									$150.00 							Need to call county and verify price and how to obtain data. 	
																							Texas	Bee	Beeville																																																						
																							Texas	Bell			METRO	48	27			"323,536"		#DIV/0!					141333		Snail Mail/CD 	Shapefiles	CD or FTP				Engineering/Appraisal District	http://www.bellcountytx.com/departments/engineer_2/maps.php		"Gary Stermer, Engineering Technician"	254-933-5275		254-939-3909	gary.stermer@bellcounty.texas.gov	"P.O. Box 264, Belton, Texas 76513"						$42.00 	Plus Processing									$150.00 							Need to call county and verify price and how to obtain data. 	
																							Texas	Bell	Bartlett																																																						
																							Texas	Bell	Belton																																																						
																							Texas	Bell	Harker Heights																																																						
																							Texas	Bell	Holland																																																						
																							Texas	Bell	Killeen																																																						
																							Texas	Bell	Little River-Academy																																																						
																							Texas	Bell	Morgan's Point Resort																																																						
																							Texas	Bell	Nolanville																																																						
																							Texas	Bell	Rogersville																																																						
																							Texas	Bell	Salado																																																						
																							Texas	Bell	Temple																																																						
																							Texas	Bell	Troy																																																						
																							Texas	Bexar				48	29			"1,785,787"		#DIV/0!					593882		FREE FTP	Shapefiles	FTP								210-224-2432																				$150.00 								
																							Texas	Bexar	Alamo Heights																																																						
																							Texas	Bexar	Balcones Heights																																																						
																							Texas	Bexar	Castle Hills																																																						
																							Texas	Bexar	China Grove																																																						
																							Texas	Bexar	Converse																																																						
																							Texas	Bexar	Edgecliff																																																						
																							Texas	Bexar	Elmendorf																																																						
																							Texas	Bexar	Grey Forest																																																						
																							Texas	Bexar	Helotes																																																						
																							Texas	Bexar	Hill Country																																																						
																							Texas	Bexar	Hollywood Park																																																						
																							Texas	Bexar	Hunters Creek																																																						
																							Texas	Bexar	Kirby																																																						
																							Texas	Bexar	Leon Valley																																																						
																							Texas	Bexar	Live Oak																																																						
																							Texas	Bexar	Olmos Park																																																						
																							Texas	Bexar	San Antonio																																																						
																							Texas	Bexar	Selma																																																						
																							Texas	Bexar	Shavano Park																																																						
																							Texas	Bexar	Somerset																																																						
																							Texas	Bexar	St. Hedwig																																																						
																							Texas	Bexar	Terrell Hills																																																						
																							Texas	Bexar	Universal City																																																						
																							Texas	Bexar	Von Ormy																																																						
																							Texas	Bexar	Windcrest																																																						
P		X		X						SFL-3													Texas	Blanco				48	31			"10,673"		#DIV/0!					4510		Snail Mail/CD 	TAB Files	CD								830-868-4013										$55.00 	Plus Processing									$150.00 							only owner name and PIN	
																							Texas	Blanco	Blanco																																																						
																							Texas	Blanco	Round Mountain																																																						
																							Texas	Borden				48	33			612		#DIV/0!							EMAIL REQUEST Snail Mail/CD 	CAD Files	CD				Appraisal District	http://www.co.borden.tx.us/default.aspx?Borden_County/County.Assessor.Collector		Judy Harris	806-756-4484		806-756-4419	tcooley17@yahoo.com 	"P. O. Box 156 Gail, TX 79738-0143"						$60.00 	Plus Processing																"John had the email address for Prichard and Abbot, which charges over $600 for partial data, not sure who he spoke to, but I got the contact info for the county. Need to call and verify. "	
																							Texas	Borden	Mesquite																																																						
																							Texas	Borden	Plains																																																						
																							Texas	Bosque				48	35			"18,107"		#DIV/0!					13527		Snail Mail/CD 	Shapefiles	CD				Bosque County Central Appraisal District 	http://www.bosquecad.com/Contacts/tabid/12364/Default.aspx			254-435-2304 		254-435-6139	feedback@bosquecad.com	"9293 Highway 6 Meridian, TX 76665"						$90.00 	Plus Processing									$150.00 							Need to call county and verify price and how to obtain data. 	
																							Texas	Bosque	Clifton																																																						
																							Texas	Bosque	Cranfills Gap																																																						
																							Texas	Bosque	Iredell																																																						
																							Texas	Bosque	Meridian																																																						
																							Texas	Bosque	Morgan's Point Resort																																																						
																							Texas	Bosque	Valley Mills																																																						
																							Texas	Bosque	Walnut Springs																																																						
																							Texas	Bowie			METRO	48	37			"93,022"		#DIV/0!					52843		Snail Mail/CD 	Shapefiles	CD								903-793-8936										$0.00 	FREE									$150.00 							"I only see shapefiles for Texarkana, not the whole county."	
																							Texas	Bowie	De Kalb																																																						
																							Texas	Bowie	Hooks																																																						
																							Texas	Bowie	Hubbard																																																						
																							Texas	Bowie	Leary																																																						
																							Texas	Bowie	Maud																																																						
																							Texas	Bowie	Nash																																																						
																							Texas	Bowie	New Boston																																																						
																							Texas	Bowie	Red Lick																																																						
																							Texas	Bowie	Redwater																																																						
																							Texas	Bowie	Texarkana																																																						
																							Texas	Bowie	Wake Village																																																						
Y	X	X	X			X				SFL-1										X			Texas	Brazoria			METRO	48	39			"324,295"		#DIV/0!					252536		Online	Shapefiles	Free Download From website								979-849-7792					http://brazoriacad.org/gis-downloads.html					$0.00 	FREE									$150.00 					"historic data 2016 (Brazoria county certified real, blocks, parcels, roads, subdivisions), GIS (parcel layers, abstracts, blocks, divisions, personal property point layer, roads, subdivisions, zip codes), taxroll data (Brazoria county certified all, deed list, improvement data, situs and state code, supps)"			
																							Texas	Brazoria	Alvin																																																						
																							Texas	Brazoria	Angleton																																																						
																							Texas	Brazoria	Bailey's Prairie																																																						
																							Texas	Brazoria	Bonney																																																						
																							Texas	Brazoria	Brazoria																																																						
																							Texas	Brazoria	Clute																																																						
																							Texas	Brazoria	Danbury																																																						
																							Texas	Brazoria	Freeport																																																						
																							Texas	Brazoria	Hillcrest																																																						
																							Texas	Brazoria	Holiday Lakes																																																						
																							Texas	Brazoria	Iowa Colony																																																						
																							Texas	Brazoria	Lake Jackson																																																						
																							Texas	Brazoria	Liverpool																																																						
																							Texas	Brazoria	Manvel																																																						
																							Texas	Brazoria	Oyster Creek																																																						
																							Texas	Brazoria	Pearland																																																						
																							Texas	Brazoria	Quintana																																																						
																							Texas	Brazoria	Richwood																																																						
																							Texas	Brazoria	Sandy Point																																																						
																							Texas	Brazoria	Surfside Beach																																																						
																							Texas	Brazoria	Sweeny																																																						
																							Texas	Brazoria	West Columbia																																																						
P	X	X	X			X				SFL-3										X			Texas	Brazos			METRO	48	41			"200,400"		#DIV/0!					61802		Online	Shapefiles	Free Download From website								979-774-4100					http://www.brazoscad.org/gis/					$0.00 	FREE									$200.00 					"WEBUPDATE SHAPEFILE abstract, address, block number, lot number, map grid, parcel id, parcel land hook, parcel xref, parcel boundary, parcels for web, parcels public, road names, subdivision id)"			
																							Texas	Brazos	Brookside																																																						
																							Texas	Brazos	Bryan																																																						
																							Texas	Brazos	College Station																																																						
																							Texas	Brazos	Kurten																																																						
																							Texas	Brazos	Millican																																																						
																							Texas	Brazos	Wixon Valley																																																						
																							Texas	Brewster				48	43			"9,254"		#DIV/0!							Snail Mail/CD 	Shapefiles	CD				Appraisal District	http://www.brewstercotad.org/			432-837-2558		432-837-3871	appraisaldistrict@brewstercotad.org	"107 W. Ave. E. #2 Alpine, Texas  79830"						$55.00 	Plus Processing																Need to call county and verify price and how to obtain data. 	
																							Texas	Brewster	Alpine																																																						
																							Texas	Briscoe				48	45			"1,543"		#DIV/0!							NOT AVAILABLE	Don't have									806-823-2161																												
																							Texas	Briscoe	Quitaque																																																						
																							Texas	Briscoe	Silverton																																																						
																							Texas	Briscoe	Whitney																																																						
																							Texas	Brooks				48	47			"7,175"		#DIV/0!							NO  INFORMATION FROM TX SS										361-325-8120																												
																							Texas	Brooks	Falfurrias																																																						
P	X	X	X			X				SFL-3										X			Texas	Brown			MICRO	48	49			"37,841"		#DIV/0!					34068		Online	Shapefiles	Free Download From website								325-643-5676					http://brown-cad.org/index.php/Downloads					$0.00 	FREE									$150.00 					"Brown Cad Ownership Shapefiles, 2016 Cert. Real Estate Roll, 2016 Certified Business Personal Property Roll, 2016 Certified Mineral Roll"			
																							Texas	Brown	Bangs																																																						
																							Texas	Brown	Blanket																																																						
																							Texas	Brown	Brownwood																																																						
																							Texas	Brown	Early																																																						
